NAME	DESCRIPTION	X5p4_25c	X5p4_27c	X5p4_28c	X5p4_29c	X5p4_30c	X5p4_31cfoxc1	X5p4_32cfoxc1	X5p4_33cfoxc1	X5p4_34cfoxc1	X5p4_35cfoxc1
ENSG00000006576	PHTF2	7.92282268473068	7.75504764224844	9.35667583489483	8.88865521139286	8.86650288487761	8.22426933062384	7.93502932850687	7.9448289546675	7.04443889873825	7.03911240483339
ENSG00000006607	FARP2	7.4815779932664	7.54525998106879	8.36116684316833	8.39854885947447	8.12148480654661	7.4787327164053	7.1912150383095	7.37620532318319	7.48213252246056	7.68933268318088
ENSG00000006625	GGCT	8.17832438044886	8.01381351324462	11.1207916863338	10.7031665630285	11.2986876054407	7.50074851792039	7.88576628132967	8.11290182104483	9.1724328631956	9.14703445199057
ENSG00000006634	DBF4	5.5278175746947	5.61757673922848	6.16979451691147	5.56139253607539	5.67404046233044	5.5737474790106	5.45625585289377	5.34586153530609	5.26415138756102	4.79417753657102
ENSG00000006638	TBXA2R	1.52640042947981	1.52915889913804	2.86079028305219	0	1.06225880248584	1.50006839114407	0.935712521461321	1.91365054010305	0	2.07363172391839
ENSG00000006652	IFRD1	7.25165563588159	7.28231348729706	7.09511051461419	7.04594505873982	7.22961852452617	7.1661909505777	7.40055211713285	7.40004103758682	7.95077439734835	7.97960760654284
ENSG00000006695	COX10	6.900645987309	7.10588447187188	7.08405175288909	7.06922792783777	6.91530369303645	7.25522293492156	7.2615633900151	7.19732402366975	7.15381797724699	6.97920849678451
ENSG00000006704	GTF2IRD1	9.11840985417951	9.22621360115178	9.27879557139595	9.38485750742172	9.3955483228741	9.09734690801828	9.06587755821666	9.06876286165143	9.19308142506003	9.2771103084183
ENSG00000006712	PAF1	9.69434275845131	9.72934164396879	9.68412657498599	9.72617262172539	9.86158548069498	9.4042211806149	9.35444762909461	9.424938600194	9.89217825971737	9.95989978185904
ENSG00000006715	VPS41	8.95307349502795	9.10790535123787	9.37720601695226	9.23849579321493	9.21183949065562	8.96898781011256	9.23057931956641	9.21254270282835	9.17503015328001	9.08301977976929
ENSG00000006740	ARHGAP44	3.37897076608433	3.38278844577578	3.86515516354026	4.26857530862525	4.3637017587684	3.05558523335297	3.46482328168885	3.35408178515889	4.30121236719971	3.89797769593147
ENSG00000006744	ELAC2	9.71869773211192	9.80277626750197	9.22191693867286	9.22560138374172	9.32141510803753	9.61570039704658	9.6268084814171	9.70399235094492	9.39372492391903	9.62861778060938
ENSG00000006747	SCIN	3.24229447364106	2.73520278274915	1.62669320258063	2.07888399957946	2.42029204535464	2.69725865112981	3.20406495687982	1.91365054010305	2.36705235915652	0
ENSG00000006756	ARSD	7.25165563588159	7.29968924866953	6.03846596544443	6.3697282674705	6.00260145454324	7.0907849508786	7.11725974498024	7.08417557313965	6.67033560623976	6.52253311853883
ENSG00000006757	PNPLA4	7.74453211963407	7.78620045226397	6.93199664829655	6.83121979492969	7.09829324429127	7.56484916740616	7.55559531007373	7.57076785042859	7.47371840856672	7.76932730100101
ENSG00000006788	MYH13	0.956302809007272	2.25469999860615	1.62669320258063	2.07888399957946	1.66739116490218	0.93680232286487	1.90246159827314	0.943011705665732	3.37259493269083	2.40033751853954
ENSG00000006831	ADIPOR2	10.1675241818395	10.195144341589	10.3241972627197	10.2126817930949	10.3178292477642	10.1139945017855	10.2117179615308	10.3005655331747	10.1087043582491	10.0011471204164
ENSG00000006837	CDKL3	0	2.25469999860615	1.62669320258063	1.65529161306394	2.42029204535464	2.219438806154	2.21764654615425	2.48869167905425	2.63193665646246	1.65059606252303
ENSG00000007047	MARK4	9.14501238064218	9.19405336836549	9.20924958893644	9.36382762680125	9.4436870176931	9.23941999933162	9.04109244041881	9.1807881750563	9.07010207355723	9.14975428792973
ENSG00000007080	CCDC124	9.64605770641377	9.79207328317458	9.16007302683924	9.6393882659038	9.58734264391357	9.38659353064071	9.41743202125196	9.38965756421521	10.0291131503386	10.2495656628967
ENSG00000007168	PAFAH1B1	10.4407331334528	10.3770049124551	11.0782344204002	11.1272613568618	11.0526190715237	10.3137495839278	10.5471103870429	10.5067231505095	11.046974197994	11.0966129483048
ENSG00000007174	DNAH9	0.956302809007272	2.25469999860615	1.62669320258063	0	1.06225880248584	2.69725865112981	2.47616794707162	2.22963400912953	1.02836762539338	2.07363172391839
ENSG00000007202	BLTP2	9.90285241229713	9.8899648503786	10.66109570505	10.4715870528864	10.4968930167452	9.79862574830235	9.72810926647654	9.90893520533607	10.1249151652372	10.1593216178465
ENSG00000007237	GAS7	6.88924694211634	6.51627383104182	11.1522364705407	10.9123521170069	11.1730954740694	5.9171510021756	5.91490608559871	6.2071209243305	8.7071027990926	8.93320787757728
ENSG00000007255	TRAPPC6A	6.35523601328451	6.64420528191466	5.01438460114282	5.34952691192198	5.16278805499074	6.31520630910215	6.3934847719614	6.5713555422188	5.83654559931	6.26598031455775
ENSG00000007341	ST7L	5.49810910331487	5.44091709075666	4.86733266151499	5.05519686528545	4.3637017587684	5.51726780693706	5.26401990350651	5.47116340718013	5.00860573303231	4.95209431275516
ENSG00000007376	RPUSD1	7.52641748417749	7.55975515502018	7.67655139814503	7.98646527398107	8.06398073843958	7.52958985943109	7.57644432026524	7.52091262042752	7.38676275044138	7.81116066724628
ENSG00000007384	RHBDF1	8.85394120480225	8.77673784451883	8.66932628112475	8.93691788288751	8.69906433321259	9.08039075051422	8.66963494524332	8.71049467952616	8.7390486937347	8.73737250648159
ENSG00000007392	LUC7L	7.69955737910107	7.38356106294178	7.41050685804902	7.2734748582971	7.65269090412207	7.4787327164053	7.42374763166736	6.92899093566807	7.53969607720001	7.23624701797684
